sentence,gold_pos,gold_dependencies
The app was fantastic.,"[('The', 'JJ'), ('app', 'DT'), ('was', 'NN'), ('fantastic.', 'DT')]","[('fantastic.', 'was', 'nsubj'), ('was', 'was', 'root'), ('was', 'fantastic.', 'root'), ('app', 'was', 'obj')]"
The movie was terrible.,"[('The', 'VB'), ('movie', 'JJ'), ('was', 'JJ'), ('terrible.', 'VB')]","[('terrible.', 'movie', 'obj'), ('movie', 'The', 'obj'), ('movie', 'was', 'obj'), ('terrible.', 'terrible.', 'obj')]"
The movie is innovative.,"[('The', 'NN'), ('movie', 'RB'), ('is', 'VB'), ('innovative.', 'VB')]","[('innovative.', 'is', 'root'), ('The', 'The', 'root'), ('innovative.', 'movie', 'obj'), ('The', 'movie', 'nsubj')]"
This design seems mediocre.,"[('This', 'VB'), ('design', 'VB'), ('seems', 'VB'), ('mediocre.', 'NN')]","[('This', 'This', 'nsubj'), ('This', 'mediocre.', 'nsubj'), ('seems', 'This', 'root'), ('This', 'design', 'root')]"
The movie seems mediocre.,"[('The', 'PRP'), ('movie', 'JJ'), ('seems', 'RB'), ('mediocre.', 'DT')]","[('The', 'mediocre.', 'root'), ('The', 'movie', 'nsubj'), ('mediocre.', 'movie', 'root'), ('The', 'seems', 'root')]"
The app looks fantastic.,"[('The', 'JJ'), ('app', 'DT'), ('looks', 'NN'), ('fantastic.', 'NN')]","[('fantastic.', 'fantastic.', 'obj'), ('looks', 'app', 'obj'), ('The', 'app', 'obj'), ('app', 'fantastic.', 'nsubj')]"
The experience is great.,"[('The', 'RB'), ('experience', 'PRP'), ('is', 'PRP'), ('great.', 'DT')]","[('The', 'great.', 'root'), ('experience', 'experience', 'obj'), ('experience', 'is', 'root'), ('is', 'great.', 'nsubj')]"
The app feels great.,"[('The', 'PRP'), ('app', 'JJ'), ('feels', 'VB'), ('great.', 'DT')]","[('great.', 'great.', 'nsubj'), ('The', 'feels', 'obj'), ('great.', 'app', 'nsubj'), ('app', 'feels', 'obj')]"
The app feels amazing.,"[('The', 'JJ'), ('app', 'VB'), ('feels', 'JJ'), ('amazing.', 'NN')]","[('feels', 'amazing.', 'root'), ('The', 'amazing.', 'root'), ('feels', 'app', 'root'), ('app', 'The', 'root')]"
The product is mediocre.,"[('The', 'DT'), ('product', 'DT'), ('is', 'DT'), ('mediocre.', 'PRP')]","[('mediocre.', 'product', 'root'), ('The', 'The', 'root'), ('The', 'product', 'obj'), ('is', 'product', 'nsubj')]"
This design looks awful.,"[('This', 'RB'), ('design', 'VB'), ('looks', 'VB'), ('awful.', 'DT')]","[('This', 'This', 'nsubj'), ('looks', 'This', 'nsubj'), ('looks', 'looks', 'obj'), ('design', 'This', 'nsubj')]"
This service seems amazing.,"[('This', 'PRP'), ('service', 'JJ'), ('seems', 'VB'), ('amazing.', 'NN')]","[('service', 'seems', 'nsubj'), ('service', 'This', 'obj'), ('service', 'service', 'root'), ('seems', 'This', 'nsubj')]"
This design seems amazing.,"[('This', 'JJ'), ('design', 'JJ'), ('seems', 'VB'), ('amazing.', 'JJ')]","[('amazing.', 'amazing.', 'obj'), ('amazing.', 'This', 'root'), ('seems', 'This', 'obj'), ('amazing.', 'This', 'nsubj')]"
This service seems innovative.,"[('This', 'PRP'), ('service', 'VB'), ('seems', 'NN'), ('innovative.', 'RB')]","[('innovative.', 'innovative.', 'root'), ('This', 'seems', 'root'), ('seems', 'This', 'root'), ('innovative.', 'innovative.', 'nsubj')]"
This design seems boring.,"[('This', 'DT'), ('design', 'VB'), ('seems', 'RB'), ('boring.', 'RB')]","[('seems', 'seems', 'root'), ('seems', 'design', 'obj'), ('design', 'boring.', 'obj'), ('boring.', 'design', 'nsubj')]"
The movie is innovative.,"[('The', 'PRP'), ('movie', 'DT'), ('is', 'NN'), ('innovative.', 'DT')]","[('innovative.', 'movie', 'root'), ('The', 'innovative.', 'nsubj'), ('innovative.', 'movie', 'nsubj'), ('The', 'innovative.', 'nsubj')]"
The app seems boring.,"[('The', 'JJ'), ('app', 'JJ'), ('seems', 'JJ'), ('boring.', 'JJ')]","[('seems', 'The', 'nsubj'), ('boring.', 'seems', 'nsubj'), ('app', 'boring.', 'obj'), ('app', 'app', 'root')]"
The product was great.,"[('The', 'NN'), ('product', 'VB'), ('was', 'NN'), ('great.', 'VB')]","[('great.', 'was', 'root'), ('was', 'great.', 'root'), ('product', 'was', 'nsubj'), ('The', 'The', 'root')]"
The experience feels awful.,"[('The', 'VB'), ('experience', 'NN'), ('feels', 'NN'), ('awful.', 'RB')]","[('The', 'awful.', 'root'), ('The', 'awful.', 'obj'), ('experience', 'awful.', 'obj'), ('feels', 'feels', 'obj')]"
The app was terrible.,"[('The', 'JJ'), ('app', 'NN'), ('was', 'VB'), ('terrible.', 'DT')]","[('The', 'was', 'obj'), ('app', 'The', 'nsubj'), ('was', 'was', 'nsubj'), ('was', 'The', 'nsubj')]"
The experience seems mediocre.,"[('The', 'DT'), ('experience', 'RB'), ('seems', 'NN'), ('mediocre.', 'DT')]","[('mediocre.', 'The', 'root'), ('experience', 'experience', 'root'), ('The', 'experience', 'nsubj'), ('mediocre.', 'The', 'obj')]"
The movie seems innovative.,"[('The', 'VB'), ('movie', 'RB'), ('seems', 'RB'), ('innovative.', 'JJ')]","[('seems', 'innovative.', 'nsubj'), ('seems', 'The', 'obj'), ('movie', 'seems', 'root'), ('The', 'The', 'obj')]"
The app looks great.,"[('The', 'VB'), ('app', 'JJ'), ('looks', 'NN'), ('great.', 'JJ')]","[('great.', 'The', 'root'), ('app', 'looks', 'root'), ('looks', 'The', 'obj'), ('The', 'app', 'obj')]"
The product feels great.,"[('The', 'NN'), ('product', 'VB'), ('feels', 'VB'), ('great.', 'JJ')]","[('great.', 'The', 'root'), ('product', 'The', 'root'), ('The', 'product', 'nsubj'), ('product', 'feels', 'nsubj')]"
The experience seems innovative.,"[('The', 'VB'), ('experience', 'RB'), ('seems', 'JJ'), ('innovative.', 'JJ')]","[('seems', 'experience', 'nsubj'), ('experience', 'innovative.', 'nsubj'), ('seems', 'seems', 'nsubj'), ('innovative.', 'seems', 'obj')]"
The experience is boring.,"[('The', 'PRP'), ('experience', 'RB'), ('is', 'RB'), ('boring.', 'PRP')]","[('experience', 'is', 'nsubj'), ('The', 'The', 'root'), ('boring.', 'The', 'obj'), ('boring.', 'The', 'nsubj')]"
The movie seems awful.,"[('The', 'DT'), ('movie', 'RB'), ('seems', 'RB'), ('awful.', 'NN')]","[('The', 'movie', 'obj'), ('The', 'seems', 'root'), ('movie', 'awful.', 'nsubj'), ('The', 'movie', 'nsubj')]"
The app is innovative.,"[('The', 'JJ'), ('app', 'VB'), ('is', 'VB'), ('innovative.', 'VB')]","[('app', 'The', 'root'), ('The', 'app', 'root'), ('The', 'is', 'nsubj'), ('The', 'app', 'obj')]"
The app seems terrible.,"[('The', 'PRP'), ('app', 'PRP'), ('seems', 'NN'), ('terrible.', 'VB')]","[('The', 'The', 'obj'), ('terrible.', 'The', 'root'), ('terrible.', 'terrible.', 'root'), ('seems', 'seems', 'root')]"
The experience is awful.,"[('The', 'DT'), ('experience', 'RB'), ('is', 'DT'), ('awful.', 'NN')]","[('The', 'awful.', 'obj'), ('The', 'experience', 'root'), ('awful.', 'is', 'obj'), ('awful.', 'awful.', 'nsubj')]"
The product feels terrible.,"[('The', 'NN'), ('product', 'RB'), ('feels', 'VB'), ('terrible.', 'RB')]","[('feels', 'The', 'obj'), ('The', 'The', 'obj'), ('terrible.', 'product', 'obj'), ('product', 'terrible.', 'root')]"
This design was terrible.,"[('This', 'JJ'), ('design', 'RB'), ('was', 'VB'), ('terrible.', 'NN')]","[('This', 'terrible.', 'root'), ('terrible.', 'design', 'root'), ('design', 'design', 'obj'), ('design', 'This', 'nsubj')]"
This design seems fantastic.,"[('This', 'VB'), ('design', 'DT'), ('seems', 'PRP'), ('fantastic.', 'DT')]","[('design', 'design', 'nsubj'), ('design', 'fantastic.', 'nsubj'), ('fantastic.', 'seems', 'root'), ('seems', 'design', 'obj')]"
The experience seems terrible.,"[('The', 'JJ'), ('experience', 'VB'), ('seems', 'DT'), ('terrible.', 'DT')]","[('seems', 'experience', 'nsubj'), ('terrible.', 'terrible.', 'obj'), ('terrible.', 'seems', 'nsubj'), ('terrible.', 'The', 'root')]"
The experience was terrible.,"[('The', 'NN'), ('experience', 'PRP'), ('was', 'RB'), ('terrible.', 'PRP')]","[('experience', 'The', 'obj'), ('The', 'was', 'root'), ('The', 'terrible.', 'nsubj'), ('terrible.', 'The', 'root')]"
The movie is fantastic.,"[('The', 'VB'), ('movie', 'VB'), ('is', 'DT'), ('fantastic.', 'NN')]","[('movie', 'The', 'nsubj'), ('movie', 'The', 'nsubj'), ('is', 'is', 'nsubj'), ('movie', 'fantastic.', 'root')]"
The movie is mediocre.,"[('The', 'RB'), ('movie', 'PRP'), ('is', 'JJ'), ('mediocre.', 'NN')]","[('movie', 'mediocre.', 'root'), ('is', 'movie', 'root'), ('The', 'The', 'obj'), ('The', 'movie', 'nsubj')]"
This service looks fantastic.,"[('This', 'JJ'), ('service', 'NN'), ('looks', 'RB'), ('fantastic.', 'PRP')]","[('fantastic.', 'service', 'obj'), ('This', 'service', 'root'), ('looks', 'This', 'nsubj'), ('looks', 'looks', 'obj')]"
This design looks terrible.,"[('This', 'NN'), ('design', 'NN'), ('looks', 'RB'), ('terrible.', 'NN')]","[('terrible.', 'This', 'nsubj'), ('design', 'This', 'nsubj'), ('terrible.', 'looks', 'obj'), ('terrible.', 'terrible.', 'obj')]"
This design looks mediocre.,"[('This', 'JJ'), ('design', 'VB'), ('looks', 'PRP'), ('mediocre.', 'NN')]","[('design', 'design', 'obj'), ('mediocre.', 'This', 'root'), ('This', 'This', 'nsubj'), ('This', 'looks', 'obj')]"
The movie seems fantastic.,"[('The', 'NN'), ('movie', 'DT'), ('seems', 'VB'), ('fantastic.', 'NN')]","[('fantastic.', 'The', 'root'), ('The', 'seems', 'obj'), ('movie', 'seems', 'nsubj'), ('fantastic.', 'seems', 'obj')]"
The movie looks fantastic.,"[('The', 'NN'), ('movie', 'NN'), ('looks', 'JJ'), ('fantastic.', 'PRP')]","[('looks', 'fantastic.', 'nsubj'), ('movie', 'The', 'nsubj'), ('movie', 'The', 'obj'), ('fantastic.', 'looks', 'obj')]"
The app looks awful.,"[('The', 'JJ'), ('app', 'VB'), ('looks', 'NN'), ('awful.', 'NN')]","[('looks', 'app', 'root'), ('awful.', 'app', 'root'), ('The', 'The', 'nsubj'), ('awful.', 'app', 'nsubj')]"
This service was amazing.,"[('This', 'VB'), ('service', 'PRP'), ('was', 'PRP'), ('amazing.', 'JJ')]","[('This', 'was', 'nsubj'), ('amazing.', 'amazing.', 'obj'), ('This', 'was', 'obj'), ('This', 'was', 'nsubj')]"
The movie is fantastic.,"[('The', 'DT'), ('movie', 'PRP'), ('is', 'JJ'), ('fantastic.', 'DT')]","[('is', 'is', 'obj'), ('movie', 'The', 'root'), ('is', 'is', 'nsubj'), ('The', 'The', 'root')]"
The product was fantastic.,"[('The', 'RB'), ('product', 'VB'), ('was', 'PRP'), ('fantastic.', 'RB')]","[('fantastic.', 'The', 'nsubj'), ('product', 'The', 'root'), ('was', 'fantastic.', 'root'), ('The', 'product', 'obj')]"
The movie looks terrible.,"[('The', 'DT'), ('movie', 'VB'), ('looks', 'PRP'), ('terrible.', 'RB')]","[('The', 'The', 'obj'), ('looks', 'The', 'obj'), ('looks', 'terrible.', 'nsubj'), ('The', 'terrible.', 'root')]"
This design looks amazing.,"[('This', 'JJ'), ('design', 'DT'), ('looks', 'JJ'), ('amazing.', 'RB')]","[('looks', 'amazing.', 'obj'), ('design', 'amazing.', 'nsubj'), ('amazing.', 'design', 'obj'), ('amazing.', 'amazing.', 'root')]"
The movie seems terrible.,"[('The', 'NN'), ('movie', 'DT'), ('seems', 'PRP'), ('terrible.', 'PRP')]","[('terrible.', 'seems', 'nsubj'), ('The', 'seems', 'obj'), ('movie', 'terrible.', 'root'), ('terrible.', 'movie', 'root')]"
This design feels amazing.,"[('This', 'PRP'), ('design', 'DT'), ('feels', 'PRP'), ('amazing.', 'JJ')]","[('design', 'This', 'root'), ('design', 'design', 'nsubj'), ('amazing.', 'This', 'obj'), ('design', 'This', 'root')]"
The app is amazing.,"[('The', 'JJ'), ('app', 'JJ'), ('is', 'NN'), ('amazing.', 'RB')]","[('app', 'app', 'root'), ('The', 'amazing.', 'nsubj'), ('amazing.', 'is', 'root'), ('app', 'amazing.', 'obj')]"
The app feels amazing.,"[('The', 'RB'), ('app', 'VB'), ('feels', 'JJ'), ('amazing.', 'DT')]","[('feels', 'The', 'root'), ('app', 'app', 'nsubj'), ('app', 'app', 'obj'), ('app', 'amazing.', 'root')]"
The experience looks mediocre.,"[('The', 'DT'), ('experience', 'JJ'), ('looks', 'PRP'), ('mediocre.', 'DT')]","[('experience', 'mediocre.', 'obj'), ('looks', 'The', 'obj'), ('experience', 'The', 'root'), ('The', 'mediocre.', 'nsubj')]"
This design is innovative.,"[('This', 'VB'), ('design', 'VB'), ('is', 'RB'), ('innovative.', 'VB')]","[('innovative.', 'innovative.', 'nsubj'), ('innovative.', 'This', 'root'), ('innovative.', 'This', 'obj'), ('is', 'innovative.', 'obj')]"
The experience feels innovative.,"[('The', 'JJ'), ('experience', 'RB'), ('feels', 'NN'), ('innovative.', 'RB')]","[('innovative.', 'The', 'nsubj'), ('innovative.', 'experience', 'nsubj'), ('feels', 'The', 'obj'), ('The', 'innovative.', 'obj')]"
The movie was boring.,"[('The', 'RB'), ('movie', 'DT'), ('was', 'VB'), ('boring.', 'PRP')]","[('movie', 'boring.', 'nsubj'), ('movie', 'movie', 'root'), ('was', 'The', 'nsubj'), ('was', 'movie', 'obj')]"
The app is boring.,"[('The', 'DT'), ('app', 'VB'), ('is', 'PRP'), ('boring.', 'DT')]","[('boring.', 'app', 'root'), ('is', 'The', 'root'), ('boring.', 'The', 'obj'), ('is', 'boring.', 'obj')]"
The product feels great.,"[('The', 'NN'), ('product', 'VB'), ('feels', 'DT'), ('great.', 'JJ')]","[('product', 'The', 'root'), ('feels', 'feels', 'root'), ('great.', 'The', 'nsubj'), ('The', 'The', 'nsubj')]"
This design seems innovative.,"[('This', 'PRP'), ('design', 'DT'), ('seems', 'PRP'), ('innovative.', 'DT')]","[('seems', 'innovative.', 'obj'), ('innovative.', 'design', 'nsubj'), ('seems', 'This', 'root'), ('This', 'seems', 'nsubj')]"
This service is amazing.,"[('This', 'VB'), ('service', 'VB'), ('is', 'JJ'), ('amazing.', 'DT')]","[('This', 'service', 'root'), ('This', 'service', 'obj'), ('amazing.', 'This', 'nsubj'), ('service', 'service', 'obj')]"
The movie is mediocre.,"[('The', 'RB'), ('movie', 'JJ'), ('is', 'PRP'), ('mediocre.', 'RB')]","[('The', 'is', 'obj'), ('The', 'movie', 'nsubj'), ('The', 'is', 'nsubj'), ('mediocre.', 'movie', 'root')]"
The experience is innovative.,"[('The', 'PRP'), ('experience', 'RB'), ('is', 'VB'), ('innovative.', 'DT')]","[('experience', 'innovative.', 'nsubj'), ('innovative.', 'The', 'root'), ('innovative.', 'experience', 'root'), ('experience', 'is', 'nsubj')]"
The product is fantastic.,"[('The', 'PRP'), ('product', 'JJ'), ('is', 'DT'), ('fantastic.', 'PRP')]","[('product', 'is', 'nsubj'), ('product', 'The', 'nsubj'), ('The', 'fantastic.', 'root'), ('is', 'The', 'obj')]"
The experience is mediocre.,"[('The', 'JJ'), ('experience', 'RB'), ('is', 'RB'), ('mediocre.', 'DT')]","[('The', 'mediocre.', 'root'), ('The', 'mediocre.', 'nsubj'), ('The', 'The', 'root'), ('experience', 'experience', 'root')]"
The movie feels great.,"[('The', 'DT'), ('movie', 'NN'), ('feels', 'JJ'), ('great.', 'DT')]","[('movie', 'movie', 'obj'), ('feels', 'The', 'root'), ('feels', 'feels', 'nsubj'), ('The', 'great.', 'nsubj')]"
This design feels mediocre.,"[('This', 'NN'), ('design', 'RB'), ('feels', 'NN'), ('mediocre.', 'DT')]","[('This', 'design', 'obj'), ('This', 'This', 'nsubj'), ('design', 'mediocre.', 'root'), ('mediocre.', 'mediocre.', 'obj')]"
This service was mediocre.,"[('This', 'JJ'), ('service', 'PRP'), ('was', 'RB'), ('mediocre.', 'PRP')]","[('This', 'was', 'obj'), ('mediocre.', 'was', 'nsubj'), ('This', 'mediocre.', 'obj'), ('mediocre.', 'mediocre.', 'nsubj')]"
The movie is fantastic.,"[('The', 'NN'), ('movie', 'JJ'), ('is', 'RB'), ('fantastic.', 'NN')]","[('movie', 'fantastic.', 'obj'), ('The', 'fantastic.', 'obj'), ('is', 'The', 'nsubj'), ('movie', 'fantastic.', 'root')]"
This design feels great.,"[('This', 'PRP'), ('design', 'JJ'), ('feels', 'NN'), ('great.', 'RB')]","[('great.', 'design', 'root'), ('great.', 'design', 'nsubj'), ('great.', 'feels', 'obj'), ('This', 'great.', 'obj')]"
The product was amazing.,"[('The', 'VB'), ('product', 'VB'), ('was', 'RB'), ('amazing.', 'PRP')]","[('product', 'was', 'root'), ('amazing.', 'The', 'obj'), ('The', 'was', 'root'), ('product', 'product', 'nsubj')]"
This service was great.,"[('This', 'VB'), ('service', 'PRP'), ('was', 'DT'), ('great.', 'NN')]","[('great.', 'This', 'root'), ('was', 'service', 'nsubj'), ('was', 'was', 'obj'), ('was', 'This', 'obj')]"
This service was fantastic.,"[('This', 'DT'), ('service', 'DT'), ('was', 'JJ'), ('fantastic.', 'RB')]","[('fantastic.', 'service', 'root'), ('fantastic.', 'This', 'root'), ('fantastic.', 'service', 'root'), ('was', 'fantastic.', 'root')]"
The movie feels fantastic.,"[('The', 'NN'), ('movie', 'VB'), ('feels', 'JJ'), ('fantastic.', 'JJ')]","[('feels', 'The', 'obj'), ('The', 'The', 'root'), ('fantastic.', 'The', 'root'), ('feels', 'feels', 'nsubj')]"
This design looks innovative.,"[('This', 'JJ'), ('design', 'DT'), ('looks', 'JJ'), ('innovative.', 'RB')]","[('looks', 'This', 'nsubj'), ('This', 'design', 'nsubj'), ('This', 'This', 'nsubj'), ('innovative.', 'design', 'nsubj')]"
The experience is great.,"[('The', 'PRP'), ('experience', 'RB'), ('is', 'PRP'), ('great.', 'PRP')]","[('experience', 'The', 'obj'), ('great.', 'experience', 'obj'), ('great.', 'is', 'obj'), ('experience', 'is', 'nsubj')]"
This design seems boring.,"[('This', 'DT'), ('design', 'DT'), ('seems', 'RB'), ('boring.', 'RB')]","[('design', 'boring.', 'nsubj'), ('design', 'boring.', 'nsubj'), ('seems', 'seems', 'obj'), ('design', 'design', 'root')]"
The movie was fantastic.,"[('The', 'DT'), ('movie', 'NN'), ('was', 'VB'), ('fantastic.', 'RB')]","[('fantastic.', 'The', 'root'), ('fantastic.', 'fantastic.', 'obj'), ('was', 'The', 'nsubj'), ('fantastic.', 'movie', 'nsubj')]"
The experience seems amazing.,"[('The', 'DT'), ('experience', 'NN'), ('seems', 'VB'), ('amazing.', 'NN')]","[('seems', 'experience', 'root'), ('seems', 'seems', 'root'), ('amazing.', 'experience', 'root'), ('The', 'experience', 'root')]"
The movie seems great.,"[('The', 'RB'), ('movie', 'NN'), ('seems', 'PRP'), ('great.', 'NN')]","[('The', 'The', 'obj'), ('movie', 'seems', 'obj'), ('great.', 'great.', 'root'), ('seems', 'The', 'root')]"
This service looks fantastic.,"[('This', 'DT'), ('service', 'RB'), ('looks', 'VB'), ('fantastic.', 'VB')]","[('looks', 'This', 'obj'), ('This', 'service', 'root'), ('This', 'service', 'nsubj'), ('fantastic.', 'looks', 'obj')]"
The app looks fantastic.,"[('The', 'JJ'), ('app', 'RB'), ('looks', 'VB'), ('fantastic.', 'JJ')]","[('fantastic.', 'fantastic.', 'obj'), ('looks', 'The', 'obj'), ('The', 'The', 'nsubj'), ('app', 'app', 'obj')]"
This service looks great.,"[('This', 'PRP'), ('service', 'NN'), ('looks', 'DT'), ('great.', 'JJ')]","[('looks', 'service', 'root'), ('service', 'great.', 'root'), ('great.', 'This', 'root'), ('service', 'service', 'nsubj')]"
The experience feels fantastic.,"[('The', 'RB'), ('experience', 'NN'), ('feels', 'JJ'), ('fantastic.', 'DT')]","[('feels', 'The', 'obj'), ('feels', 'feels', 'root'), ('fantastic.', 'feels', 'root'), ('fantastic.', 'feels', 'nsubj')]"
The product feels boring.,"[('The', 'DT'), ('product', 'PRP'), ('feels', 'RB'), ('boring.', 'JJ')]","[('The', 'feels', 'root'), ('feels', 'feels', 'nsubj'), ('The', 'The', 'obj'), ('product', 'feels', 'nsubj')]"
This service was terrible.,"[('This', 'DT'), ('service', 'JJ'), ('was', 'JJ'), ('terrible.', 'NN')]","[('This', 'terrible.', 'nsubj'), ('terrible.', 'terrible.', 'root'), ('terrible.', 'terrible.', 'nsubj'), ('was', 'terrible.', 'obj')]"
This service was fantastic.,"[('This', 'NN'), ('service', 'RB'), ('was', 'JJ'), ('fantastic.', 'DT')]","[('was', 'service', 'root'), ('fantastic.', 'This', 'obj'), ('was', 'service', 'root'), ('service', 'was', 'nsubj')]"
The movie was mediocre.,"[('The', 'DT'), ('movie', 'DT'), ('was', 'VB'), ('mediocre.', 'JJ')]","[('mediocre.', 'The', 'nsubj'), ('movie', 'The', 'nsubj'), ('was', 'The', 'nsubj'), ('movie', 'movie', 'obj')]"
This service seems boring.,"[('This', 'JJ'), ('service', 'JJ'), ('seems', 'NN'), ('boring.', 'JJ')]","[('service', 'service', 'root'), ('This', 'seems', 'nsubj'), ('This', 'service', 'root'), ('boring.', 'This', 'obj')]"
The product seems innovative.,"[('The', 'PRP'), ('product', 'RB'), ('seems', 'PRP'), ('innovative.', 'PRP')]","[('The', 'seems', 'obj'), ('product', 'The', 'obj'), ('product', 'The', 'root'), ('innovative.', 'seems', 'root')]"
The product feels fantastic.,"[('The', 'RB'), ('product', 'RB'), ('feels', 'RB'), ('fantastic.', 'NN')]","[('product', 'The', 'nsubj'), ('product', 'feels', 'obj'), ('fantastic.', 'product', 'nsubj'), ('The', 'The', 'nsubj')]"
The product is fantastic.,"[('The', 'DT'), ('product', 'JJ'), ('is', 'JJ'), ('fantastic.', 'DT')]","[('is', 'fantastic.', 'obj'), ('product', 'The', 'obj'), ('The', 'The', 'obj'), ('is', 'is', 'nsubj')]"
This design looks fantastic.,"[('This', 'RB'), ('design', 'RB'), ('looks', 'DT'), ('fantastic.', 'RB')]","[('design', 'design', 'nsubj'), ('looks', 'fantastic.', 'nsubj'), ('design', 'fantastic.', 'obj'), ('looks', 'This', 'obj')]"
This design was awful.,"[('This', 'VB'), ('design', 'RB'), ('was', 'PRP'), ('awful.', 'RB')]","[('awful.', 'awful.', 'root'), ('was', 'design', 'nsubj'), ('design', 'was', 'root'), ('design', 'awful.', 'root')]"
This service feels great.,"[('This', 'VB'), ('service', 'JJ'), ('feels', 'JJ'), ('great.', 'DT')]","[('great.', 'great.', 'root'), ('feels', 'service', 'root'), ('feels', 'feels', 'root'), ('great.', 'service', 'nsubj')]"
This design was boring.,"[('This', 'DT'), ('design', 'DT'), ('was', 'VB'), ('boring.', 'VB')]","[('was', 'design', 'root'), ('This', 'was', 'root'), ('was', 'boring.', 'nsubj'), ('boring.', 'This', 'nsubj')]"
The experience looks mediocre.,"[('The', 'NN'), ('experience', 'RB'), ('looks', 'NN'), ('mediocre.', 'RB')]","[('The', 'experience', 'obj'), ('The', 'looks', 'nsubj'), ('mediocre.', 'experience', 'nsubj'), ('experience', 'looks', 'root')]"
The product feels mediocre.,"[('The', 'RB'), ('product', 'RB'), ('feels', 'NN'), ('mediocre.', 'NN')]","[('mediocre.', 'The', 'nsubj'), ('The', 'The', 'obj'), ('The', 'feels', 'root'), ('The', 'product', 'nsubj')]"
The app feels great.,"[('The', 'JJ'), ('app', 'RB'), ('feels', 'VB'), ('great.', 'DT')]","[('The', 'feels', 'root'), ('great.', 'feels', 'nsubj'), ('feels', 'app', 'root'), ('app', 'The', 'obj')]"
This design seems awful.,"[('This', 'PRP'), ('design', 'DT'), ('seems', 'DT'), ('awful.', 'RB')]","[('This', 'design', 'obj'), ('awful.', 'design', 'nsubj'), ('awful.', 'awful.', 'root'), ('design', 'This', 'nsubj')]"
This design feels boring.,"[('This', 'JJ'), ('design', 'NN'), ('feels', 'DT'), ('boring.', 'JJ')]","[('feels', 'This', 'obj'), ('boring.', 'This', 'root'), ('feels', 'feels', 'nsubj'), ('design', 'design', 'obj')]"
This service feels boring.,"[('This', 'NN'), ('service', 'PRP'), ('feels', 'NN'), ('boring.', 'PRP')]","[('boring.', 'feels', 'obj'), ('feels', 'feels', 'obj'), ('boring.', 'boring.', 'nsubj'), ('service', 'This', 'nsubj')]"
The product seems boring.,"[('The', 'NN'), ('product', 'RB'), ('seems', 'JJ'), ('boring.', 'VB')]","[('boring.', 'The', 'nsubj'), ('boring.', 'The', 'root'), ('seems', 'seems', 'nsubj'), ('product', 'boring.', 'obj')]"
The app feels terrible.,"[('The', 'JJ'), ('app', 'DT'), ('feels', 'VB'), ('terrible.', 'DT')]","[('terrible.', 'app', 'obj'), ('app', 'feels', 'nsubj'), ('The', 'app', 'obj'), ('app', 'feels', 'root')]"
This service looks mediocre.,"[('This', 'JJ'), ('service', 'DT'), ('looks', 'PRP'), ('mediocre.', 'PRP')]","[('This', 'service', 'obj'), ('service', 'mediocre.', 'obj'), ('looks', 'mediocre.', 'root'), ('service', 'This', 'obj')]"
This design is fantastic.,"[('This', 'DT'), ('design', 'VB'), ('is', 'NN'), ('fantastic.', 'NN')]","[('fantastic.', 'design', 'nsubj'), ('This', 'This', 'obj'), ('design', 'fantastic.', 'root'), ('fantastic.', 'is', 'nsubj')]"
The product was boring.,"[('The', 'NN'), ('product', 'RB'), ('was', 'JJ'), ('boring.', 'RB')]","[('product', 'boring.', 'nsubj'), ('The', 'was', 'root'), ('product', 'boring.', 'nsubj'), ('boring.', 'was', 'nsubj')]"
This design looks great.,"[('This', 'JJ'), ('design', 'DT'), ('looks', 'RB'), ('great.', 'VB')]","[('great.', 'design', 'obj'), ('design', 'great.', 'nsubj'), ('design', 'This', 'nsubj'), ('looks', 'looks', 'root')]"
This design was amazing.,"[('This', 'VB'), ('design', 'JJ'), ('was', 'JJ'), ('amazing.', 'JJ')]","[('design', 'was', 'obj'), ('design', 'This', 'obj'), ('design', 'design', 'obj'), ('This', 'This', 'root')]"
The movie seems amazing.,"[('The', 'JJ'), ('movie', 'JJ'), ('seems', 'PRP'), ('amazing.', 'PRP')]","[('amazing.', 'seems', 'root'), ('amazing.', 'amazing.', 'root'), ('amazing.', 'The', 'nsubj'), ('The', 'seems', 'obj')]"
The app was mediocre.,"[('The', 'VB'), ('app', 'NN'), ('was', 'RB'), ('mediocre.', 'VB')]","[('was', 'The', 'obj'), ('app', 'The', 'obj'), ('mediocre.', 'app', 'obj'), ('app', 'mediocre.', 'root')]"
The app seems innovative.,"[('The', 'RB'), ('app', 'RB'), ('seems', 'RB'), ('innovative.', 'PRP')]","[('The', 'seems', 'root'), ('The', 'app', 'root'), ('The', 'innovative.', 'nsubj'), ('app', 'app', 'nsubj')]"
The experience is amazing.,"[('The', 'VB'), ('experience', 'RB'), ('is', 'VB'), ('amazing.', 'NN')]","[('amazing.', 'is', 'nsubj'), ('The', 'is', 'nsubj'), ('is', 'is', 'obj'), ('amazing.', 'is', 'nsubj')]"
The experience was fantastic.,"[('The', 'DT'), ('experience', 'DT'), ('was', 'VB'), ('fantastic.', 'DT')]","[('was', 'The', 'obj'), ('experience', 'was', 'root'), ('The', 'fantastic.', 'root'), ('experience', 'The', 'root')]"
